LAK090	o0000544	19200	TAB	U+122F0	
LAK091	o0000034	23889	4(AŠ)	U+12402	
LAK092	o0000421	10188	LAK92	U+124DF	
LAK093	o0000310	10189	LAK093	U+F1012	
LAK094	o0000426	11243	LIL	U+121F8	
LAK094	o0000426	11243	LIL	U+121F8	
LAK095	o0000483	13551	NINDA₂	U+12252	
LAK096	o0002110	13581	|NINDA₂×KUL|	U+F1013	
LAK097	o0002098	13565	|NINDA₂×DIM@g|	U+12522	
LAK098	o0002106	13582	|NINDA₂×LAK50|	U+12527	
LAK099	o0028039	13561	|NINDA₂×AŠ@c|	U+F1014	
LAK100	o0027636	13631	|NINDA₂×3(AŠ@c)|	U+F1015	
LAK101	o0027634	13588	|NINDA₂×NIGIDAMIN@c|	U+F1016	
LAK102	o0028041	13620	|NINDA₂×U@c|	U+F1017	
LAK103	o0027882	13621	|NINDA₂×(U@c.U@c)|	U+F1018	
LAK104	o0002102	13576	|NINDA₂×GUD|	U+12256	
LAK105	o0002118	13593	|NINDA₂×ŠE|	U+1225A	
LAK106	o0223482	13602	|NINDA₂×(ŠE.AŠ@c)|	U+12598	
LAK107	o0223483	13603	|NINDA₂×(ŠE.AŠ@c.AŠ@c)|	U+12599	
LAK108	o0002118	13593	|NINDA₂×ŠE|	U+1225A	
LAK109	o0002109	13587	|NINDA₂×NE|	U+12258	
LAK110	o0002107	13583	|NINDA₂×MAŠ|	U+12528	
LAK111	o0002112	13625	|NINDA₂×URUDA|	U+1252C	
LAK112	o0002103	13577	|NINDA₂×GUL|	U+12524	
LAK113	o0002086	13591	|NINDA₂×(PAP.PAP)|	U+12529	
LAK114	o0002104	13578	|NINDA₂×HI|	U+12525	
LAK115	o0002105	13580	|NINDA₂×KEŠ₂|	U+12526	
LAK116	o0002101	13574	|NINDA₂×GIŠ|	U+12523	
LAK117	o0000618	23794	ZU₅	U+1236B	
LAK117	o0000618	23794	ZU₅	U+1236B	
LAK118	o0002679	23797	|ZU₅×(DIŠ@t.DIŠ@t.DIŠ@t)|	U+12543	
LAK119	o0000190	4710	GABA	U+120EE	
LAK120	o0000312	10216	LAK120	U+F1019	
LAK121	o0000497	13955	PA	U+1227A	
LAK122	o0002123	13857	|NUN&NUN|	U+1226A	
LAK123	o0000222	6060	GUD	U+1211E	
LAK124	o0001422	6075	|GUD×KUR|	U+12120	
LAK125	o0000580	22119	URI@n	U+F101A	
LAK126	o0000448	11646	MAR	U+12225	
LAK127	o0000454	11816	MES	U+12229	
LAK128	o0000102	1266	APIN	U+12033	
LAK129	o0002193	13990	|PA.IB|	x1227A.x12141	
LAK130	o0000314	10226	LAK130	U+124E0	
LAK131	o0018859	1774	|BAR×TAB|	U+F101B	
LAK132	o0000315	10228	LAK132	U+F101C	
LAK133	o0000859	1431	|AŠ&AŠ&AŠ|	U+1203C	
LAK134	o0000061	23904	6(AŠ~a)	U+12440	
LAK135	o0000242	7226	I	U+1213F	
LAK136	o0000166	3333	E	U+1208A	
LAK137	o0001123	3348	|E×PAP|	U+1208B	
LAK138	o0000095	1056	ALAN	U+12029	
LAK139	o0002845	18769	ŠU	U+122D7	
LAK140	o0000112	169	A₂	U+12009	
LAK141	o0025818	10237	LAK141	U+F101D	
LAK141	o0031747	18823	|ŠU×ŠE|	U+F101E	
LAK142	o0000316	10238	LAK142	U+124E1	
LAK143	o0000132	2592	DA	U+12055	
LAK143	o0000132	2592	DA	U+12055	
LAK144	o0000112	169	A₂	U+12009	
LAK145	o0000971	2595	|DA×TAK₄|	U+12488	
LAK146	o0002845	18769	ŠU	U+122D7	
LAK147	o0000263	7996	KAB	U+1218F	
LAK148	o0000477	13290	NE	U+12248	
LAK149	o0022992	13304	|NE×PAP|	U+F101F	
LAK150	o0027632	13303	|NE×KASKAL|	U+F1020	
LAK151	o0000317	10247	LAK151	U+F1021	
LAK152	o0000599	19869	U₂	U+12311	
LAK153	o0000121	1787	BARA₂	U+12048	
LAK154	o0000162	3253	DUN₃@g@g	U+12087	
LAK155	o0000573	21949	UMUM	U+12323	
LAK155	o0000573	21949	UMUM	U+12323	
LAK156	o0002530	21954	|UMUM×PA|	U+12325	
LAK156b	o0000138	2792	DE₂	U+12324	
LAK156b	o0000138	2792	DE₂	U+12324	
LAK156b	o0000138	2792	DE₂	U+12324	
LAK157	o0000462	12094	MURUB₄	U+12318	
LAK157	o0038409	21689	UD@g	U+12319	
LAK157	o0038409	21689	UD@g	U+12319	
LAK158	o0027570	12095	MURUB₄@g	U+F0058	
LAK159	o0000485	13719	NISAG	U+12260	
LAK160	o0000204	4969	GAR₃	U+120FC	
LAK161	o0000204	4969	GAR₃	U+120FC	
LAK162a	o0000110	1462	AŠ₂	U+1203E	
LAK162b	o0000612	23766	ZIZ₂	U+12369	
LAK163	o0000259	7693	IŠ	U+12156	
LAK164	o0000194	4798	GAL	U+120F2	
LAK165	o0000434	11464	LUGAL	U+12217	
LAK166	o0000435	11474	LUGAL@s	U+1221A	
LAK167	o0000248	7369	IGI@g	U+1214A	
LAK168	o0000436	11489	LUH	U+1221B	
LAK169	o0000129	2512	BUR	U+12053	
LAK170	o0002824	17989	ŠA	U+122AD	
LAK171	o0000267	8015	KAD₄	U+12192	
LAK171@s	o0000318	10270	LAK171@s	U+F1022	
LAK172	o0000252	7409	IL₂	U+1214D	
LAK173	o0000268	8019	KAD₅	U+12193	
LAK173	o0000319	10272	LAK173	U+12193	
LAK174	o0000282	8440	KIN	U+121A5	
LAK175	o0000523	16345	SANGA₂	U+122AB	
LAK176	o0000579	22118	URI	U+12335	
LAK177	o0000166	3333	E	U+1208A	
LAK178	o0223363	1455	AŠ@t	U+12039	
LAK179			Sequence AŠ@t-DAR	U+F2001	
LAK180	o0000196	4862	GAM	U+120F5	
LAK181	o0000548	19298	TAR	U+122FB	
LAK182	o0000539	17904	SUR	U+122E9	
LAK183	o0000241	6801	HUL₂	U+1213E	
LAK184	o0027610	6802	|HUL₂×X|	U+F1023	
LAK185	o0000010	23959	2(AŠ@t)	U+1244A	
LAK186	o0000179	4328	EŠ₂@t	U+F1024	
LAK186	o0000201	4899	GAN₂@t	U+120F8	
LAK187	o0002832	18445	ŠEG₉	U+122BE	
LAK188	o0000528	16538	SIG₄	U+122DE	
LAK188	o0000528	16538	SIG₄	U+122DE	
LAK189	o0000424	11120	LAM	U+121F4	
LAK190	o0001906	11125	|LAM×KUR|	U+121F5	
LAK191	o0000021	23961	3(AŠ@t)	U+1244B	
LAK192			Sequence eš-bar	U+F2002	
LAK193	o0000048	23965	5(AŠ@t)	U+1244D	
LAK194	o0000438	11521	LUM	U+1221D	
LAK194	o0000438	11521	LUM	U+1221D	
LAK195	o0000229	6209	GUR₇	U+12126	
LAK195	o0000320	10294	LAK195	U+12126	
LAK196	o0002829	18023	ŠA₆	U+122B7	
LAK197	o0000536	17845	SUM	U+122E7	
LAK198	o0018582	17847	|SUM×DIŠ|	U+F1025	
LAK199	o0002831	18292	ŠE	U+122BA	
LAK200	o0002709	18361	|ŠE&ŠE|	U+12532	
LAK200	o0002709	18361	|ŠE&ŠE|	U+12532	
LAK201	o0002714	18309	|ŠE.HU|	U+122BB	
LAK202	o0025729	10301	LAK202	U+F1026	
LAK203	o0025822	10302	LAK203	U+F1027	
LAK204	o0002726	18330	|ŠE.NUN&NUN|	U+12301	
LAK205	o0221917	10304	LAK205	U+F1028	
LAK206	o0000425	11192	LI	U+121F7	
LAK207	o0000634	18364	|(ŠE&ŠE).HUB₂|	U+12533	
LAK207a	o0025824	10307	LAK207a	U+F1029	
LAK208	o0000298	14986	REC145	U+121AE	
LAK208	o0000298	14986	REC145	U+121AE	
LAK208	o0000298	14986	REC145	U+121AE	
LAK209	o0000470	13182	NAGA	U+12240	
LAK210	o0000323	10310	LAK210	U+124E2	
LAK211	o0000556	19518	TU	U+12305	
LAK212	o0000105	1371	ASAL₂~a	U+12037	
LAK213	o0000325	10313	LAK213	U+F102A	
LAK214	o0000256	7563	IN	U+12154	
LAK215	o0000524	16379	SAR	U+122AC	
LAK216	o0002335	16382	|SAR×ŠE|	U+12535	
LAK217	o0027644	16384	|SAR×ZIZ₂|	U+F102B	
LAK218	o0002673	23787	|ZU&ZU.SAR|	U+12542	
LAK219	o0000326	10319	LAK219	U+124E3	
LAK220	o0000327	10320	LAK220	U+124E4	
LAK221	o0000476	13162	NA₂	U+1223F	
LAK222	o0000328	10322	LAK222	U+F102C	
LAK223	o0027607	6690	|HI.SUHUR|	x1212D.x122E6	
LAK224	o0027612	7356	|IGI.SUHUR|	x12146.x122E6	
LAK225	o0000329	10325	LAK225	U+124E5	
LAK226	o0000537	17855	SUMAŠ	U+122E8	
LAK227	o0000535	17788	SUHUR	U+122E6	
LAK228	o0000330	10328	LAK228	U+124E6	
LAK229	o0000500	14084	PAP	U+1227D	
LAK230	o0002231	14099	|PAP.PAP|	x1227D.x1227D	
LAK231	o0000331	10331	LAK231	U+F102D	
LAK232	o0000124	2401	BU	U+1204D	
LAK232	o0000124	2401	BU	U+1204D	
LAK232	o0000124	2401	BU	U+1204D	
LAK233	o0000126	2432	BU@g	U+F102E	
LAK234	o0025731	10335	LAK234	U+F102F	
LAK235	o0000463	12120	MUŠ	U+12232	
LAK236	o0002021	12148	|MUŠ%MUŠ|	U+12238	
LAK237	o0000144	2979	DIN	U+12077	
LAK238	o0000332	10340	LAK238	U+124E7	
LAK239	o0000333	10341	LAK239	U+F1030	
LAK240	o0245336	10342	LAK240	U+F1031	
LAK240	o0245336	10342	LAK240	U+F1032	
LAK240	o0245336	10342	LAK240	U+F1033	
LAK241	o0000334	10343	LAK241	U+F1034	
LAK242	o0000437	11506	LUL	U+1221C	
LAK243	o0000437	11506	LUL	U+1221C	
LAK244	o0000335	10346	LAK244	U+F1035	
LAK244	o0000335	10346	LAK244	U+F1036	
LAK245	o0000501	14158	PEŠ₂	U+1227E	
LAK246	o0000336	10348	LAK246	U+F1037	
LAK247	o0000337	10349	LAK247	U+F1038	
LAK248	o0000286	8565	KIŠ	U+121A7	
LAK248	o0000215	5741	GIR₃	U+1210A	
LAK248	o0000286	8565	KIŠ	U+121A7	
LAK248	o0000286	8565	KIŠ	U+121A7	
LAK248	o0000286	8565	KIŠ	U+121A7	
LAK248	o0000286	8565	KIŠ	U+121A7	
LAK248	o0000286	8565	KIŠ	U+121A7	
LAK248@g	o0025826	10351	LAK248@g	U+F1039	
LAK248b	o0025828	10353	LAK248b	U+F103A	
LAK248b	o0025828	10353	LAK248b	U+F103B	
LAK249	o0001352	5756	|GIR₃×IGI|	U+1210D	
LAK250	o0027597	6540	|HA@g×IGI.LU|	X.x121FBU+F103C	
LAK251	o0001351	5754	|GIR₃×GAN₂@t|	U+1210C	
LAK252	o0000339	10357	LAK252	U+F103D	
LAK253	o0000101	1232	ANŠE	U+12032	
LAK254	o0021775	1245	|ANŠE×SAL|	U+F103E	
LAK255	o0001353	5760	|GIR₃×PA|	U+1210F	
LAK256	o0025860	10361	LAK256	U+F103F	
LAK256@g	o0025829	10362	LAK256@g	U+F1040	
LAK257	o0000503	14221	PIRIG	U+1228A	
LAK257	o0000503	14221	PIRIG	U+1228A	
LAK257	o0000503	14221	PIRIG	U+1228A	
LAK258	o0027638	14230	|PIRIG×PA.LAGAB|	X.x121B8U+F1041	
LAK259	o0002244	14232	|PIRIG×UD|	U+1228C	
LAK259	o0002244	14232	|PIRIG×UD|	U+1228C	
LAK260	o0027640	14231	|PIRIG×ŠE|	U+F1042	
LAK261	o0002245	14234	|PIRIG×ZA|	U+1228D	
LAK262	o0000340	10368	LAK262	U+F1043	
LAK262@g	o0025831	10369	LAK262@g	U+F1044	
LAK263	o0000341	10370	LAK263	U+F1045	
LAK264	o0000136	2760	DARA₃	U+12070	
LAK265	o0000342	10373	LAK265	U+124E8	
LAK266	o0000343	10374	LAK266	U+124E9	
LAK267	o0000097	1115	AMAR	U+1202B	
LAK268	o0000795	1123	|AMAR×ŠE|	U+1202C	
LAK269	o0000530	16612	SILA₃	U+122E1	
LAK270	o0000482	13493	NIM	U+1224F	
LAK270	o0000482	13493	NIM	U+1224F	
LAK271	o0000482	13493	NIM	U+1224F	
LAK271	o0000482	13493	NIM	U+1224F	
LAK272	o0002081	13496	|NIM×GAN₂@t|	U+12250	
LAK273	o0000275	8178	KASKAL	U+1219C	
LAK274	o0000513	15010	REC169	U+F1046	
LAK275	o0001584	8180	|KASKAL.GA|	x1219C.x120B5	
LAK276	o0001363	5923	|GIŠ%GIŠ|	U+12112	
LAK277	o0001405	5917	|GIŠ×(GIŠ%GIŠ)|	U+124CB	
LAK278a	o0001124	4320	|EŠ₂%EŠ₂|	U+124AC	
LAK278b	o0001136	4326	|EŠ₂@g@t%EŠ₂@g@t|	U+F1047	
LAK279	o0000431	11321	LIŠ	U+121FA	
LAK280	o0000175	4222	ERIN₂	U+1209F	
LAK281	o0000516	15965	RU	U+12292	
LAK282	o0000547	19258	TAK₄	U+122FA	
LAK283	o0000605	22696	ZAG	U+12360	
LAK283a	o0025775	10393	LAK283a	U+F1048	
LAK284	o0000564	21572	UB	U+12312	
LAK285	o0000193	4733	GAD	U+120F0	
LAK286	o0000346	10396	LAK286	U+F1049	
LAK287	o0000347	10397	LAK287	U+F104A	
LAK288	o0001190	4741	|GAD.TAK₄.SI|	x120F0.x122FA.x122DB	
LAK289	o0000572	21920	UMBIN	U+12322	
LAK290	o0000113	1604	BA	U+12040	
LAK291	o0000614	23782	ZU	U+1236A	
LAK292	o0002674	23783	|ZU.AB|	x1236A.x1200A	
LAK293	o0000531	17655	SU	U+122E2	
LAK293	o0000531	17655	SU	U+122E2	
LAK294	o0002371	17661	|SU.KUR.RU|	x122E2.x121B3.x12292	
LAK295	o0002743	18591	|ŠID×A|	U+122C4	
LAK296	o0000104	1340	ARKAB₂	U+12036	
LAK297	o0000104	1340	ARKAB₂	U+12036	
LAK298	o0000348	10408	LAK298	U+F104B	
LAK299	o0002459	19826	|U.GUD|	U+1230C	
LAK300	o0002459	19826	|U.GUD|	U+1230C	
LAK301	o0000308	10013	LAGAR@g	U+121EF	
LAK302	o0000308	10013	LAGAR@g	U+121EF	
LAK303	o0001853	10005	|LAGAR×ŠE|	U+121ED	
LAK304	o0000295	8866	KUŠU₂	U+121B5	
LAK304a	o0000172	3958	ELLES396	U+12361	
LAK305	o0002500	21650	|UD.KUŠU₂|	U+12314	
LAK306	o0000307	9998	LAGAR	U+121EC	
LAK307	o0000518	16045	SAG	U+12295	
LAK307	o0000518	16045	SAG	U+12295	
LAK308	o0002277	16065	|SAG×HA|	U+12299	
LAK309	o0002271	16100	|SAG@g×HA|	U+1252D	
LAK309a	o0025837	10422	LAK309a	U+F104C	
LAK309a	o0031737	16067	|SAG×IGI|	U+F104D	
LAK310	o0002285	16089	|SAG×TAK₄@f|	U+12539	
LAK311	o0002276	16062	|SAG×EN|	U+1252E	
LAK312	o0002279	16069	|SAG×KAK|	U+1229A	
LAK313	o0027642	16078	|SAG×NI|	U+F104E	
LAK314	o0002274	16060	|SAG×DU|	U+12297	
LAK315	o0000351	10428	LAK315	U+F104F	
LAK316	o0002466	19835	|U.SAG|	x1230B.x12295	
LAK317	o0000519	16099	SAG@g	U+122A8	
LAK318	o0000260	7806	KA	U+12157	
LAK318	o0000260	7806	KA	U+12157	
LAK318	o0000260	7806	KA	U+12157	
LAK319	o0001666	7958	|KA×U|	U+12187	
LAK319	o0001666	7958	|KA×U|	U+12187	
LAK320	o0001630	7883	|KA×GIR₂|	U+12168	
LAK321	o0001668	7960	|KA×U₂|	U+12188	
LAK322	o0001674	7945	|KA×ŠE|	U+12181	
LAK323	o0001676	7948	|KA×ŠU|	U+12183	
LAK323	o0001676	7948	|KA×ŠU|	U+12183	
LAK324	o0001626	7873	|KA×GAN₂@t|	U+12164	
LAK324	o0001626	7873	|KA×GAN₂@t|	U+12164	
LAK324	o0001626	7873	|KA×GAN₂@t|	U+12164	
LAK325	o0001655	7939	|KA×SAR|	U+1217F	
LAK326	o0001638	7894	|KA×IM|	U+1216E	
LAK327	o0027613	7930	|KA×NI₂|	U+F1050	
LAK328	o0001605	7959	|KA×(U.U.U)|	U+124D2	
LAK329	o0018560	21646	|UD.KA.AŠ|	x12313.x12157.x12038	
LAK330	o0001627	7876	|KA×GAR|	U+12165	
LAK331	o0001611	7839	|KA×A|	U+12158	
LAK332	o0000353	10445	LAK332	U+F1051	
LAK333	o0001656	7937	|KA×SA|	U+1217E	
LAK334	o0001648	7908	|KA×ME|	U+12174	
LAK335	o0001671	7971	|KA×ZI|	U+1218C	
LAK336	o0000354	10449	LAK336	U+F1052	
LAK337	o0000439	11348	LU₂	U+121FD	
LAK338	o0001968	11385	|LU₂×DIŠ|	U+1251A	
LAK339	o0001955	11429	|LU₂@g×AŠ|	U+12519	
LAK340	o0025839	10453	LAK340	U+F1053	
LAK340a	o0001983	11408	|LU₂×PAP|	U+1251C	
LAK340b	o0001974	11391	|LU₂×HAL|	U+1251B	
LAK341	o0001961	11409	|LU₂×(PAP.PAP.LU₃)|	U+1251D	
LAK342	o0001984	11417	|LU₂×TAK₄|	U+1251E	
LAK343	o0000355	10458	LAK343	U+124EA	
LAK344	o0001967	11381	|LU₂×BAD|	U+121FF	
LAK345	o0001957	11434	|LU₂@s×BAD|	U+12389	
LAK346	o0000109	1500	AŠGAB	U+1203F	
LAK347	o0000356	10462	LAK347	U+124EB	
LAK348	o0000357	10463	LAK348	U+124EC	
LAK349	o0000358	10464	LAK349	U+F1054	
LAK350	o0000592	22525	UZU	U+1235C	
LAK350@90	o0025733	10466	LAK350@90	U+F1055	
LAK351	o0000232	6521	HA	U+12129	
LAK351	o0000232	6521	HA	U+12129	
LAK352	o0000234	6541	HA@t	U+1212A	
LAK353	o0000233	6535	HA@g	U+1212B	
LAK353	o0000233	6535	HA@g	U+1212B	
LAK354	o0000235	6543	HA@t@g	U+124CE	
LAK355	o0027565	9839	LA₂@t	U+F1056	
LAK356	o0002812	18833	|ŠU₂.AN|	x122D9.x1202D	
LAK356	o0002812	18833	|ŠU₂.AN|	x122D9.x1202D	
LAK356	o0002812	18833	|ŠU₂.AN|	x122D9.x1202D	
LAK357	o0002811	18837	|ŠU₂.AN.HI×GAD|	x122D9.x1202D.x12132	
LAK358	o0002807	18846	|ŠU₂.(E₂×AN)|	U+12537	
LAK359	o0000237	6679	HI	U+1212D	
LAK360	o0001443	6680	|HI.A|	x1212D.x12000	
LAK361	o0001447	6696	|HI×AŠ|	U+1212E	
LAK361	o0001447	6696	|HI×AŠ|	U+1212E	
LAK362	o0000624	6697	|(HI×AŠ)&(HI×AŠ)|	U+124CF	
LAK363	o0025841	10479	LAK363	U+F1057	
LAK364	o0000490	13885	NUNUZ	U+1226D	
LAK365	o0027609	6710	|HI×HAL|	U+F1058	
LAK366	o0001453	6705	|HI×BAD|	U+12130	
LAK367	o0001462	6716	|HI×NUN|	U+12134	
LAK368	o0001461	6721	|HI×NUN.ME|	x12134.x12228	
LAK368@s	o0000360	10485	LAK368@s	U+F1059	
LAK369	o0000361	10486	LAK369	U+F105A	
LAK370	o0001452	6700	|HI×AŠ₂|	U+1212F	
LAK371	o0001449	6702	|HI×AŠ₂.HI×AŠ₂|	x1212F.x1212F	
LAK372	o0001464	6728	|HI×ŠE|	U+12135	
LAK373	o0000550	19330	TE	U+122FC	
LAK373	o0000550	19330	TE	U+122FC	
LAK374	o0002414	19336	|TE.ME|	x122FC.x12228	
LAK375	o0002412	19331	|TE.A|	x122FC.x12000	
LAK376	o0000254	7486	IM	U+1214E	
LAK377	o0000486	13372	NI₂	U+1224E	
LAK377	o0000486	13372	NI₂	U+1224E	
LAK378	o0001549	7509	|IM×TAK₄|	U+1214F	
LAK379	o0000565	21617	UD	U+12313	
LAK380	o0025842	10497	LAK380	U+F105B	
LAK381	o0002516	21695	|UD@s×BAD|	U+1231B	
LAK382	o0000551	19339	TE@g	U+122FD	
LAK383	o0000363	10500	LAK383	U+124ED	
LAK384	o0000364	10501	LAK384	U+124EE	
LAK385	o0002850	18831	ŠU₂	U+122D9	
LAK386	o0000365	10503	LAK386	U+F105C	
LAK387	o0000366	10504	LAK387	U+F105D	
LAK388	o0000367	10505	LAK388	U+F105E	
LAK389	o0000224	6149	GUL	U+12122	
LAK390	o0000368	10507	LAK390	U+124EF	
LAK391	o0000455	11848	MI	U+1222A	
LAK392	o0000156	3197	DUGUD	U+12082	
LAK393	o0002015	11851	|MI.ZA₇|	U+1251F	
LAK394	o0000212	5649	GIG	U+1237C	
LAK395	o0038384	10512	LAK395	U+F105F	
LAK396	o0002815	18842	|ŠU₂.DUG×NI|	U+12536	
LAK397	o0027760	18845	|ŠU₂.E₂|	x122D9.x1208D	
LAK398	o0000498	14039	PAD	U+1227B	
LAK399	o0038386	10516	LAK399	U+F1060	
LAK400	o0000527	16532	SIG	U+122DD	
LAK401	o0002473	19846	|U.UD|	x1230B.x12313	
LAK402	o0002472	19847	|U.UD.KID|	x1230B.x12313.x121A4	
LAK403	o0000090	247	AB₂	U+12016	
LAK404	o0000763	254	|AB₂.ŠA₃|	x12016.x122AE	
LAK405	o0027588	256	|(AB₂.ŠA₃)&(AB₂.ŠA₃)|	U+F1061	
LAK406	o0000770	290	|AB₂×TAK₄|	U+1201B	
LAK407	o0025844	10524	LAK407	U+F1062	
LAK407b	o0002456	19823	|U.GAN|	x1230B.x120F6	
LAK408	o0000370	10526	LAK408	U+F1063	
LAK409	o0000371	10527	LAK409	U+F1064	
LAK410	o0000372	10528	LAK410	U+F1065	
LAK411	o0002477	19838	|U.ŠA|	x1230B.x122AD	
LAK412	o0002457	19819	|U.GA|	x1230B.x120B5	
LAK413	o0002461	19828	|U.KA|	x1230B.x12157	
LAK414	o0002446	19809	|U.AD|	x1230B.x1201C	
LAK415	o0038388	10533	LAK415	U+F1066	
LAK416	o0025846	10534	LAK416	U+F1067	
LAK417	o0000456	11879	MIN	U+1222B	
LAK418	o0002442	19857	|U&U.SUR&SUR|	U+1230F	
LAK419	o0000635	18336	|(ŠE.NUN&NUN)&(ŠE.NUN&NUN).GAD&GAD.GAR&GAR|	U+12304	
LAK419	o0002441	19856	|U&U.PA&PA.GAR&GAR|	U+1230E	
