a	o0000087	12000
aia2	o0000087	12000
aya2	o0000087	12000
a.a	o0000656	x12000.x12000
ai	o0000656	x12000.x12000
aia	o0000656	x12000.x12000
aya	o0000656	x12000.x12000
aye	o0000656	x12000.x12000
ayi	o0000656	x12000.x12000
ayu	o0000656	x12000.x12000
ayya	o0000656	x12000.x12000
ayye	o0000656	x12000.x12000
ayyi	o0000656	x12000.x12000
ayyu	o0000656	x12000.x12000
a.a.a	o0000654	x12000.x12000.x12000
ayayax	o0000654	x12000.x12000.x12000
a.ab.ba	o0187959	x12000.x1200A.x12040
a.an	o0000655	x12000.x1202D
a4	o0000655	x12000.x1202D
am3	o0000655	x12000.x1202D
a.bar.bahar2	o0221926	x12000.x12047.x12043
a.bara2	o0027774	x12000.x12048
a.bi	o0000658	x12000.x12049
a.du	o0000662	x12000.x1207A
a.du&a.du	o0018529	
a.edin	o0000666	x12000.x12094
a.edin.lal	o0000664	x12000.x12094.x121F2
a.gan2@t	o0000668	
a.gar3	o0000669	x12000.x120FC
a.gisal.gad.gar.a.si	o0000670	x12000.x12110.x120F0.x120FB.x12000.x122DB
addirx	o0000670	x12000.x12110.x120F0.x120FB.x12000.x122DB
a.gisal.pad.si.a	o0000671	x12000.x12110.x1227B.x122DB.x12000
a.gisal.si.elles214	o0027762	
a.gud*kur	o0000673	
adar	o0000673	
a.ha	o0000683	x12000.x12129
a.ha.a	o0000675	x12000.x12129.x12000
a.ha.tar.du	o0000681	x12000.x12129.x122FB.x1207A
a.hu.si	o0000684	x12000.x12137.x122DB
a.igi	o0000685	x12000.x12146
a.ka	o0000687	x12000.x12157
a.kal	o0000686	x12000.x12197
a.ku	o0027776	x12000.x121AA
a.kucu2	o0000688	x12000.x121B5
akcak2	o0000688	x12000.x121B5
a.lagab.lagab	o0000689	x12000.x121B8.x121B8
a.lagab*a	o0000690	x12000.x121B9
a.lagab*hal	o0000697	x12000.x121C9
a.lagab*hal.di	o0000691	x12000.x121C9.x12072
a.lagab*hal.gal	o0000692	x12000.x121C9.x120F2
a.lagab*hal.pap.na2	o0027778	x12000.x121C9.x1227D.x1223F
a.lagab*hal.ud.nun.ki	o0000693	x12000.x121C9.x12313.x12263.x121A0
a.lagab*kul	o0000700	x12000.x121D2
a.lagab*kul.ma2.cu2.a	o0000698	x12000.x121D2.x12223.x122D9.x12000
azad	o0000698	x12000.x121D2.x12223.x122D9.x12000
a.lagab*mu	o0027780	
a.lak648*a	o0021772	
a.lu3	o0000704	x12000.x12216
a.lu2@s.na	o0000703	x12000.x12215.x1223E
arinax	o0000703	x12000.x12215.x1223E
a.lum	o0000702	x12000.x1221D
aslumx	o0000702	x12000.x1221D
a.mi.a	o0000705	x12000.x1222A.x12000
a.muc	o0000706	x12000.x12232
a.pa.bi.si.a.ga	o0000714	x12000.x1227A.x12049.x122DB.x12000.x120B5
a.pa.gisal.pad.si.a	o0000715	x12000.x1227A.x12110.x1227B.x122DB.x12000
ayuyu	o0000715	x12000.x1227A.x12110.x1227B.x122DB.x12000
addir	o0000715	x12000.x1227A.x12110.x1227B.x122DB.x12000
au	o0000715	x12000.x1227A.x12110.x1227B.x122DB.x12000
a.sa	o0000718	x12000.x12293
a.sag	o0000717	x12000.x12295
a.sig	o0000719	x12000.x122DD
a.su	o0000721	x12000.x122E2
aktum	o0000721	x12000.x122E2
a.sud	o0000720	x12000.x122E4
a.ce.nun&nun	o0000735	x12000.x12301
asi	o0000735	x12000.x12301
a.cu.naga	o0000736	x12000.x122D7.x12240
a.cu2.naga	o0000737	x12000.x122D9.x12240
a.tar.a.an	o0000722	x12000.x122FB.x12000.x1202D
a.tu.gaba.lic	o0000723	x12000.x12305.x120EE.x121FA
asal2	o0000723	x12000.x12305.x120EE.x121FA
asar2	o0000723	x12000.x12305.x120EE.x121FA
acalx	o0000723	x12000.x12305.x120EE.x121FA
acar2	o0000723	x12000.x12305.x120EE.x121FA
azalx	o0000723	x12000.x12305.x120EE.x121FA
a.tur	o0000727	x12000.x12309
a.u.ka	o0000730	x12000.x1230B.x12157
a.za.muc3@g	o0027782	x12000.x1235D.x1223D
ackudx	o0027782	x12000.x1235D.x1223D
a.zi&zi	o0000734	x12000.x12364
ackix	o0000734	x12000.x12364
a.zi&zi.lagab	o0000733	x12000.x12364.x121B8
a.zu5	o0031630	x12000.x1236B
azux	o0031630	x12000.x1236B
a*a	o0000845	12001
a*an	o0027203	
a*bad	o0000846	12002
agam	o0000846	12002
a*gan2@t	o0000847	
a*ha	o0000848	12004
abzl471	o0000848	12004
a*igi	o0000849	12005
a*ku3	o0021754	
a*lagar@g	o0000850	12006
a*muc	o0000851	12007
amuc	o0000851	12007
amuca	o0000851	12007
a*sag	o0000852	12008
a*sud@90	o0221862	
amucx	o0221862	
a@g	o0027505	
a@t	o0027507	
a2	o0000112	12009
abzl230	o0000112	12009
ah5	o0000112	12009
ahi2	o0000112	12009
a2.ac	o0000876	x12009.x12038
a2.ga2*sal	o0000877	x12009.x120E3
arhuc7	o0000877	x12009.x120E3
a2.kal	o0000878	x12009.x12197
a2.muc3	o0000880	x12009.x12239
ackud2	o0000880	x12009.x12239
a2.muc3@g	o0000879	x12009.x1223D
ackud	o0000879	x12009.x1223D
a2.pa	o0000881	x12009.x1227A
azag2	o0000881	x12009.x1227A
a2.sal	o0000882	x12009.x122A9
arhuc6	o0000882	x12009.x122A9
a2.tur	o0000883	x12009.x12309
arhuc5	o0000883	x12009.x12309
a2.u.kid	o0000884	x12009.x1230B.x121A4
acita	o0000884	x12009.x1230B.x121A4
acte	o0000884	x12009.x1230B.x121A4
a2.ud.du	o0000885	x12009.x12313.x1207A
a2.za.an.muc3	o0000886	x12009.x1235D.x1202D.x12239
a2.za.muc3@g	o0000887	x12009.x1235D.x1223D
ab	o0000088	1200A
abzl125	o0000088	1200A
aba	o0000088	1200A
abba	o0000088	1200A
agarinx	o0000088	1200A
ap	o0000088	1200A
acx	o0000088	1200A
ab.ha.zag.gaba.hu	o0000738	x1200A.x12129.x12360.x120EE.x12137
ab.ha@g	o0000739	x1200A.x1212B
ab.kid	o0187960	x1200A.x121A4
akkilx	o0187960	x1200A.x121A4
ab.kid.kid	o0221861	x1200A.x121A4.x121A4
ab.muc3	o0000740	x1200A.x12239
ab.nam	o0000741	x1200A.x12246
absin2	o0000741	x1200A.x12246
ab*a	o0000744	F004E
ab*ac2	o0000745	1200B
abzl127	o0000745	1200B
abba2	o0000745	1200B
ab*dic	o0018586	
ab*dun3@g	o0000746	1200C
agarin	o0000746	1200C
ajarin	o0000746	1200C
ab*gal	o0000747	1200D
abzl128	o0000747	1200D
ab*gan2@t	o0000748	1200E
agarin2	o0000748	1200E
ajarin2	o0000748	1200E
ab*ha	o0000749	1200F
abzl131	o0000749	1200F
ajarinx	o0000749	1200F
ab*ha.tag	o0018840	x1200F.x122F3
ab*igi@g	o0000750	12010
ab*imin	o0000751	12011
ab*ki	o0031583	
ab*lagab	o0000752	12012
ab*lak178	o0027731	
ab*nun	o0000754	12370
ab*nun@t	o0000753	12480
ab*cec	o0000755	12013
ab*cu2	o0000756	12481
ab*u	o0025711	
ab*u.u.u	o0000743	12014
ab*u.u.u.ku3.lam.sal	o0027925	x12014.x121AC.x121F4.x122A9
ab*x	o0022912	
ab@g	o0000089	12015
abzl129	o0000089	12015
ab4	o0000089	12015
aba4	o0000089	12015
ab@g.muc3	o0221928	x12015.x12239
ab@g.muc3.za	o0000742	x12015.x12239.x1235D
ab2	o0000090	12016
abzl352	o0000090	12016
ap2	o0000090	12016
ab2.an.cec.ki	o0000757	x12016.x1202D.x122C0.x121A0
ab2.ku	o0000758	x12016.x121AA
ab2.lu	o0000759	x12016.x121FB
ab2.ca3	o0000763	x12016.x122AE
ab2.ca3.gi	o0000762	x12016.x122AE.x12100
ab2.ca3&ab2.ca3	o0027588	
ab2.tug2	o0000761	x12016.x12306
ab2*a	o0032011	12371
ab2*amar@t	o0221962	F0084
ab2*acgab	o0037873	
ab2*balag	o0000765	12017
ab2*bi	o0037875	
ab2*bur2.lu3	o0031853	
ab2*dug	o0037877	
ab2*gan2	o0000768	
ab2*gan2@t	o0000767	12018
abzl354	o0000767	12018
ab2*gan2@t.tab	o0037888	
ab2*gu	o0031855	
ab2*gud	o0023033	
ab2*igi@g	o0037878	
ab2*kad3	o0037880	
ab2*la	o0031857	
ab2*lu3	o0031859	
ab2*lu3.bur2	o0031861	
ab2*lu3.pap.pap	o0031863	
ab2*me.en	o0000764	12019
ab2*mu	o0027927	
ab2*ne	o0037882	
ab2*ni	o0031865	
ab2*sila3	o0037884	
ab2*ca3	o0000771	1201A
abzl353	o0000771	1201A
ab2*ca3.tab	o0037890	
ab2*ce	o0027929	
ab2*tab	o0023034	
ab2*tak4	o0000770	1201B
ab2*u.u.u	o0031867	
ab2*u2	o0037886	
ab2*x	o0034000	
ab2@t	o0000091	
ad	o0000092	1201C
abzl132	o0000092	1201C
ab3	o0000092	1201C
aba3	o0000092	1201C
ada	o0000092	1201C
ap3	o0000092	1201C
at	o0000092	1201C
av	o0000092	1201C
ad.e2	o0000772	x1201C.x1208D
ad.kid	o0000773	x1201C.x121A4
adgub	o0000773	x1201C.x121A4
akkil2	o0000773	x1201C.x121A4
ad.ku	o0000774	x1201C.x121AA
ad*ec2	o0000775	12482
ak	o0000093	1201D
a5	o0000093	1201D
ag	o0000093	1201D
aj	o0000093	1201D
aka	o0000093	1201D
akix	o0000093	1201D
aq	o0000093	1201D
aqa	o0000093	1201D
ak*erin2	o0000777	1201E
abzl053	o0000777	1201E
ak*cita	o0000778	
al	o0000094	12020
abzl108	o0000094	12020
ala3	o0000094	12020
al.ce	o0000780	x12020.x122BA
al*al	o0000782	12021
al*dim2	o0000783	12022
al*gic	o0000784	12023
al*ha	o0000785	12024
al*kad3	o0000786	12025
al*ki	o0000787	12026
al*ce	o0000790	12027
al*uc	o0000789	12028
al@s	o0027532	
alan	o0000095	12029
abzl199	o0000095	12029
al2	o0000095	12029
alag	o0000095	12029
alaj	o0000095	12029
alala	o0000095	12029
alam	o0000095	12029
alan*gan2@t	o0027931	
alan&alan	o0000781	
alamx	o0000781	
aleph	o0000096	1202A
ay	o0000096	1202A
ah4	o0000096	1202A
amar	o0000097	1202B
abzl367	o0000097	1202B
amar.amar	o0027230	x1202B.x1202B
amar.da	o0000791	x1202B.x12055
amar.erin2	o0027915	x1202B.x1209F
amar.gic	o0000792	x1202B.x12111
amar.ud	o0000793	x1202B.x12313
amar*ku3	o0032013	12372
amar*ce	o0000795	1202C
abzl368	o0000795	1202C
amar*ce.amar*ce	o0000794	x1202C.x1202C
amar@t	o0000098	
an	o0000099	1202D
abzl009	o0000099	1202D
a11	o0000099	1202D
alx	o0000099	1202D
am6	o0000099	1202D
ana2	o0000099	1202D
anu	o0000099	1202D
an.3*an	o0000797	x1202D.x1202F
an.a.lagab*hal	o0000798	x1202D.x12000.x121C9
an.ab*ha	o0031634	x1202D.x1200F
an.an	o0000799	x1202D.x1202D
abx	o0000799	x1202D.x1202D
an.ac.a.an	o0000800	x1202D.x12038.x12000.x1202D
an.ac.an	o0000801	x1202D.x12038.x1202D
an.ac@z.an	o0000802	x1202D.x12039.x1202D
an.bara2	o0000803	x1202D.x12048
an.dic.an	o0000804	x1202D.x12079.x1202D
an.du.an	o0000805	x1202D.x1207A.x1202D
accan	o0000805	x1202D.x1207A.x1202D
an.en.nu.nunuz.nam.an.cec.ki	o0000807	x1202D.x12097.x12261.x1226D.x12246.x1202D.x122C0.x121A0
an.gu*kak	o0221929	
an.gu2*kak	o0000808	x1202D.x12119
an.gu2*nun	o0000809	x1202D.x1211B
an.gu2*nun.pa.el	o0027933	x1202D.x1211B.x1227A.x12096
an.gu2*pap	o0021769	
an.gud	o0176502	x1202D.x1211E
an.hu.mi.im	o0000810	x1202D.x12137.x1222A.x1214E
anzux	o0000810	x1202D.x12137.x1222A.x1214E
an.im	o0000813	x1202D.x1214E
an.im.dugud	o0000811	x1202D.x1214E.x12082
anzu	o0000811	x1202D.x1214E.x12082
anzud	o0000811	x1202D.x1214E.x12082
an.im.mi	o0000812	x1202D.x1214E.x1222A
anzu2	o0000812	x1202D.x1214E.x1222A
anzud2	o0000812	x1202D.x1214E.x1222A
an.lak397	o0000814	x1202D.x122D9.x1208D
an.me.naga	o0031632	x1202D.x12228.x12240
an.me.u.u.u	o0000815	x1202D.x1238C
an.muc	o0000816	x1202D.x12232
an.muc3.ab	o0000818	x1202D.x12239.x1200A
an.na	o0000820	x1202D.x1223E
an.naga	o0000819	x1202D.x12240
an.naga@an.naga	o0000620	12030
an.sag@g	o0000822	x1202D.x122A8
an.sal.tug2.ib	o0000823	x1202D.x1238F.x12141
an.ce.naga	o0000828	x1202D.x122BA.x12240
an.cec.ki	o0000829	x1202D.x122C0.x121A0
an.tu	o0000824	x1202D.x12305
an.u	o0000826	x1202D.x1230B
an.zag	o0000827	x1202D.x12360
an*muc3	o0031869	
an&an	o0000796	1202E
an+en	o0038077	
an@180	o0000100	
ance	o0000101	12032
abzl292	o0000101	12032
amarax	o0000101	12032
ance@d	o0000101	12032
anci	o0000101	12032
ancu	o0000101	12032
ance.an	o0000830	x12032.x1202D
ance.arad	o0000831	x12032.x12034
ance.igi.ec2	o0000833	x12032.x12146.x120A0
ance.kur.ra	o0000834	x12032.x121B3.x1228F
ance.pa	o0000836	x12032.x1227A
ancex	o0000836	x12032.x1227A
ancux	o0000836	x12032.x1227A
ance.sal	o0000837	x12032.x122A9
ance.uc	o0000838	
ance*igi	o0031871	
ance*ca3	o0000839	
apin	o0000102	12033
abzl005	o0000102	12033
absin3	o0000102	12033
abcin3	o0000102	12033
apina	o0000102	12033
arad	o0000103	12034
abzl016	o0000103	12034
arda	o0000103	12034
arad.ance	o0000840	x12034.x12032
arad.ku	o0000841	x12034.x121AA
arad.ra	o0000842	x12034.x1228F
arad*kur	o0000843	12035
abzl017	o0000843	12035
arad2	o0000843	12035
arkab2	o0000104	12036
arkab2.ib	o0000844	x12036.x12141
arkabx	o0000844	x12036.x12141
ac	o0000106	12038
abzl001	o0000106	12038
ana3	o0000106	12038
as3	o0000106	12038
aca	o0000106	12038
acca	o0000106	12038
af3	o0000106	12038
az3	o0000106	12038
ac.ac	o0000866	x12038.x12038
ac.gan2	o0000867	x12038.x120F7
ac.hi*dic.gi4	o0000868	x12038.x12131.x12104
aski	o0000868	x12038.x12131.x12104
acgi	o0000868	x12038.x12131.x12104
ac.kun	o0031827	x12038.x121B2
ac*ac@t	o0027589	
ac*bad	o0025681	
ac*dic@t	o0223350	
ac&ac	o0037904	
ac&ac.tug2&tug2.tug2&tug2.pap	o0000860	1203B
ac&ac&ac	o0000859	1203C
ac&ac&ac.ac	o0000857	
ac&ac&ac.ac&ac&ac	o0000856	x1203C.x1203C
ac9	o0000856	x1203C.x1203C
ac&ac&ac.ac&ac&ac.ac	o0000854	x1203C.x1203C.x12038
ac&ac&ac.ac&ac&ac.tab	o0000855	
ac&ac&ac.tab	o0000858	x1203C.x122F0
ac&ac&ac%ac&ac&ac	o0000853	1203D
ac&ac@180	o0000861	
ac&ac@180*u	o0000621	
ac+sur	o0000862	x12038.x122E9
ac~a	o0027534	
ac@180	o0031834	
ac@k	o0000107	1203A
ac@k&ac@k&ac@k&ac@k	o0000869	12367
ac@t	o0223363	12039
ac@z	o0000108	
ac11	o0000108	
ac2	o0000110	1203E
abzl211	o0000110	1203E
as2	o0000110	1203E
asa2	o0000110	1203E
ass	o0000110	1203E
aca2	o0000110	1203E
af2	o0000110	1203E
az2	o0000110	1203E
ac2.a	o0000872	x1203E.x12000
ac2.gar3	o0000873	x1203E.x120FC
ac2.u	o0000875	x1203E.x1230B
ac2.u&u	o0000874	
